时间,XX进口压力,XX出口压力,XX进口温度,XX出口温度,XX过滤器压差1号,XX过滤器压差2号,XX天然气泄漏浓度1号,XX天然气泄漏浓度2号,XX1号流量计温度,XX1号流量计压力,XX1号流量计工况瞬时流量,XX1号流量计标况瞬时流量,XX1号流量计工况累计流量,XX1号流量计标况累计流量,XX2号流量计温度,XX2号流量计压力,XX2号流量计工况瞬时流量,XX2号流量计标况瞬时流量,XX2号流量计工况累计流量,XX2号流量计标况累计流量
2023-04-0714:56:39,3.25,216.62,16.7,1.94,23.28,22.83,0,0,16.68,314.25,0,0,64671340,133277752,2.02,317.85,1945.9,6547.23,77851880,257051328
2023-04-0715:01:40,3.25,218.73,16.7,1.92,22.16,21.7,0,0.12,16.68,314.21,0,0,64671340,133277752,2,319.91,1979.3,6703.9,77852048,257051904
2023-04-0715:06:41,3.24,216.68,16.7,1.9,23.91,23.47,0,0.08,16.65,314.16,0,0,64671340,133277752,1.95,318.43,2028.1,6838.18,77852224,257052480
2023-04-0715:11:38,3.24,219.79,16.68,1.89,22.5,22.04,0,0,16.61,314.18,0,0,64671340,133277752,1.98,320.88,2057.1,6989.07,77852392,257053056
2023-04-0715:16:39,3.24,219.49,16.68,1.9,22.64,22.16,0,0.02,16.58,314.16,0,0,64671340,133277752,1.96,320.59,2028.1,6884.77,77852560,257053632
2023-04-0715:21:40,3.24,218.73,16.7,1.87,22.46,21.99,0,0.17,16.54,314.11,0,0,64671340,133277752,1.96,320,1979.3,6706.85,77852720,257054160
2023-04-0715:26:51,3.24,217.99,16.68,1.86,24.08,23.63,0,0.09,16.5,314.1,0,0,64671340,133277752,1.93,319.42,2042.5,6909.12,77852872,257054672
2023-04-0715:31:48,3.24,218.91,16.7,1.85,23.94,23.5,0,0.06,16.45,314.03,0,0,64671340,133277752,1.92,319.93,2086.9,7070.37,77853056,257055328
2023-04-0715:36:38,3.25,219,16.72,1.88,21.37,20.9,0,0.01,16.43,314,0,0,64671340,133277752,1.98,320.33,1876.2,6363.58,77853232,257055904
2023-04-0715:41:39,3.25,219,16.72,1.86,22.22,21.75,0,0.05,16.41,314,0,0,64671340,133277752,1.96,320.19,1986.1,6733.75,77853392,257056432
2023-04-0715:46:40,3.26,216.87,16.72,1.84,25.15,24.72,0,0.02,16.37,313.93,0,0,64671340,133277752,1.88,318.18,2057.1,6932.22,77853560,257057008
2023-04-0715:51:42,3.26,219.46,16.72,1.81,21.32,20.84,0,0,16.32,313.86,0,0,64671340,133277752,1.86,320.48,1919.9,6517.67,77853720,257057552
2023-04-0715:56:38,3.26,218.54,16.72,1.78,22.21,21.73,0,0.01,16.26,313.79,0,0,64671340,133277752,1.87,319.69,1952.5,6611.86,77853880,257058096
2023-04-0716:01:39,3.26,218.76,16.72,1.77,23.06,22.6,0,0.11,16.19,313.73,0,0,64671340,133277752,1.83,319.71,2057.1,6967.48,77854048,257058672
2023-04-0716:06:40,3.27,221.26,16.7,1.76,17.29,16.78,0,0.05,16.14,313.68,0,0,64671340,133277752,1.81,322.18,1965.8,6710.1,77854208,257059216
2023-04-0716:11:41,3.27,218.7,16.7,1.76,20.77,20.3,0,0.02,16.05,313.63,0,0,64671340,133277752,1.82,319.95,1864,6317.91,77854360,257059728
2023-04-0716:16:38,3.26,220.8,16.68,1.7,17.99,17.5,0,0.05,15.95,313.53,0,0,64671340,133277752,1.77,322.14,2064.4,7046.72,77854528,257060304
2023-04-0716:21:38,3.26,218.91,16.67,1.68,26.45,26.04,0,0,15.92,313.46,0,0,64671340,133277752,1.71,320.02,2285.7,7751.95,77854712,257060912
2023-04-0716:26:51,3.25,219.76,16.67,1.7,24.71,24.29,0,0.02,15.88,313.41,0,0,64671340,133277752,1.77,320.53,2190,7438.16,77854880,257061488
2023-04-0716:31:48,3.25,218.82,16.68,1.71,25.86,25.46,0,0.03,15.79,313.32,0,0,64671340,133277752,1.76,319.75,2223.9,7535.06,77855080,257062160
2023-04-0716:36:42,3.25,219.03,16.68,1.72,25.09,24.67,0,0,15.72,313.27,0,0,64671340,133277752,1.78,320.15,2181.8,7401.16,77855264,257062768
2023-04-0716:41:38,3.25,217.75,16.68,1.71,25.55,25.14,0,0.02,15.71,313.22,0,0,64671340,133277752,1.76,318.91,2206.8,7457.48,77855432,257063360
2023-04-0716:46:39,3.25,217.9,16.7,1.7,24.91,24.49,0,0.07,15.64,313.14,0,0,64671340,133277752,1.76,319.2,2125.4,7188.97,77855608,257063968
2023-04-0716:51:40,3.25,218.42,16.7,1.71,23.11,22.65,0,0.02,15.56,313.09,0,0,64671340,133277752,1.77,319.88,1870.1,6338.61,77855776,257064544
2023-04-0716:56:41,3.25,220.13,16.68,1.67,21.68,21.2,0,0,15.48,313.04,0,0,64671340,133277752,1.71,321.34,1986.1,6764.04,77855960,257065152
2023-04-0717:01:37,3.25,218.21,16.67,1.66,25.52,25.11,0,0.06,15.45,312.96,0,0,64671340,133277752,1.72,319.27,2206.8,7467.1,77856144,257065760
2023-04-0717:06:39,3.25,217.93,16.68,1.72,23.7,23.27,0,0.04,15.36,312.8,0,0,64671340,133277752,1.76,319.2,1993,6741.14,77856312,257066336
2023-04-0717:11:40,3.25,217.66,16.68,1.72,22.46,21.99,0,0,15.28,312.79,0,0,64671340,133277752,1.76,318.87,1919.9,6487.15,77856464,257066848
2023-04-0717:16:41,3.25,218.36,16.68,1.71,22.14,21.67,0,0.01,15.23,312.72,0,0,64671340,133277752,1.76,319.69,1965.8,6659.36,77856632,257067424
2023-04-0717:21:37,3.25,219.92,16.68,1.75,13.06,12.51,0,0.08,15.13,312.64,0,0,64671340,133277752,1.86,320.97,1436.4,4884.03,77856792,257067968
2023-04-0717:26:49,3.25,218.06,16.67,1.83,17.13,16.61,0,0.02,15.07,312.55,0,0,64671340,133277752,1.88,319.42,1586.7,5368.28,77856888,257068304
2023-04-0717:31:46,3.24,220.13,16.66,1.72,21.2,20.72,0,0.22,15.01,312.47,0,0,64671340,133277752,1.75,321.21,1959.1,6668.58,77857080,257068944
2023-04-0717:36:41,3.24,219.92,16.66,1.75,19.86,19.37,0,0,14.93,312.44,0,0,64671340,133277752,1.78,321.16,1840.2,6262.1,77857232,257069456
2023-04-0717:41:42,3.24,218.51,16.66,1.73,22.21,21.75,0,0,14.86,312.4,0,0,64671340,133277752,1.74,319.69,1986.1,6728.82,77857376,257069968
2023-04-0717:46:38,3.24,219.83,16.66,1.72,20.74,20.24,0,0.08,14.77,312.32,0,0,64671340,133277752,1.75,321.17,1894.7,6448.63,77857536,257070512
2023-04-0717:51:39,3.23,219,16.65,1.72,21.65,21.17,0,0.02,14.75,312.2,0,0,64671340,133277752,1.76,320.42,1945.9,6607.2,77857696,257071056
2023-04-0717:56:41,3.23,218.09,16.64,1.7,23.44,23.01,0,0.02,14.67,312.12,0,0,64671340,133277752,1.71,319.16,2064.4,6983.26,77857872,257071632
2023-04-0718:01:41,3.23,219.06,16.63,1.71,22.71,22.25,0,0.04,14.58,312.03,0,0,64671340,133277752,1.72,320.3,2013.9,6836.36,77858040,257072208
2023-04-0718:06:37,3.23,218.67,16.64,1.7,23.16,22.7,0,0,14.5,311.98,0,0,64671340,133277752,1.74,319.93,2042.5,6925.03,77858208,257072784
2023-04-0718:11:38,3.23,218.57,16.65,1.71,22.16,21.69,0,0.03,14.44,311.91,0,0,64671340,133277752,1.74,319.84,1945.9,6595.64,77858384,257073360
2023-04-0718:16:40,3.24,219.28,16.68,1.83,15.07,14.55,0,0.13,14.39,311.86,0,0,64671340,133277752,1.92,320.59,1371.4,4656.3,77858496,257073760
2023-04-0718:21:41,3.23,217.81,16.66,1.73,22.59,22.13,0,0.14,14.31,311.78,0,0,64671340,133277752,1.77,319.58,1986.1,6725.57,77858648,257074272
2023-04-0718:26:52,3.23,218.51,16.66,1.66,24.75,24.31,0,0.07,14.25,311.73,0,0,64671340,133277752,1.7,319.68,2094.5,7096.48,77858808,257074816
2023-04-0718:31:45,3.24,220.13,16.68,1.66,22.38,21.91,0,0,14.19,311.68,0,0,64671340,133277752,1.68,321.48,2013.9,6862.64,77859008,257075488
2023-04-0718:36:39,3.24,219.03,16.66,1.66,22.97,22.52,0,0,14.16,311.6,0,0,64671340,133277752,1.68,320.52,1993,6770.97,77859184,257076064
2023-04-0718:41:41,3.24,219.89,16.67,1.67,23.03,22.57,0,0.06,14.11,311.53,0,0,64671340,133277752,1.7,321.08,2042.5,6950.89,77859344,257076608
2023-04-0718:46:41,3.24,218.7,16.68,1.64,24.6,24.18,0,0.03,14.04,311.5,0,0,64671340,133277752,1.68,319.91,2125.4,7207.21,77859520,257077232
2023-04-0718:51:38,3.24,219.83,16.68,1.59,23.68,23.23,0,0,13.98,311.48,0,0,64671340,133277752,1.63,320.92,2094.5,7126.03,77859688,257077808
2023-04-0718:56:39,3.25,218.39,16.68,1.58,25.19,24.75,0,0.03,13.94,311.41,0,0,64671340,133277752,1.59,319.69,2173.5,7367.68,77859856,257078384
2023-04-0719:01:40,3.25,220.83,16.68,1.56,21.96,21.51,0,0.06,13.86,311.34,0,0,64671340,133277752,1.58,321.72,2141.2,7304.46,77860040,257078992
2023-04-0719:06:42,3.26,219.49,16.7,1.67,17.04,16.53,0,0.05,13.82,311.26,0,0,64671340,133277752,1.72,321.06,1674.3,5696.95,77860168,257079440
2023-04-0719:11:37,3.26,217.38,16.7,1.55,25.17,24.76,0,0,13.74,311.19,0,0,64671340,133277752,1.59,318.56,2173.5,7341.49,77860328,257079984
2023-04-0719:16:38,3.27,219.21,16.7,1.51,23.41,22.96,0,0.04,13.68,311.16,0,0,64671340,133277752,1.56,320.59,2064.4,7018.13,77860512,257080592
2023-04-0719:21:40,3.28,219.98,16.7,1.49,20.95,20.47,0,0.02,13.66,311.11,0,0,64671340,133277752,1.53,321.58,2006.9,6844.67,77860672,257081136
2023-04-0719:26:52,3.29,219.67,16.73,1.47,20.51,20.01,0,0,13.59,311.03,0,0,64671340,133277752,1.52,320.83,1907.2,6489.72,77860816,257081648
2023-04-0719:31:49,3.3,219.03,16.76,1.43,20.58,20.08,0,0.08,13.51,310.96,0,0,64671340,133277752,1.47,320.37,1858,6314.45,77860992,257082224
2023-04-0719:36:38,3.32,219.89,16.76,1.36,18.83,18.34,0,0,13.43,310.86,0,0,64671340,133277752,1.39,321.7,1783.2,6087.38,77861136,257082736
2023-04-0719:41:39,3.34,219.37,16.78,1.27,19.84,19.35,0,0.05,13.39,310.82,0,0,64671340,133277752,1.33,320.79,1846.1,6285.58,77861288,257083248
2023-04-0719:46:40,3.36,219.49,16.81,1.21,19.98,19.49,0,0,13.36,310.77,0,0,64671340,133277752,1.27,320.95,1882.3,6413.57,77861448,257083792
2023-04-0719:51:42,3.38,220.22,16.82,1.12,19.03,18.55,0,0,13.27,310.67,0,0,64671340,133277752,1.16,321.43,1817,6202.72,77861600,257084304
2023-04-0719:56:38,3.4,220.41,16.84,1.05,18.03,17.54,0,0.05,13.2,310.59,0,0,64671340,133277752,1.1,321.89,1756,6004.32,77861752,257084816
2023-04-0720:01:39,3.42,220.07,16.86,0.96,18.78,18.29,0,0.08,13.12,310.54,0,0,64671340,133277752,0.98,321.45,1828.5,6246.75,77861904,257085328
2023-04-0720:06:40,3.44,218.76,16.86,0.85,20.1,19.58,0,0,13.06,310.5,0,0,64671340,133277752,0.9,320.3,1828.5,6226.2,77862048,257085840
2023-04-0720:11:41,3.46,219.49,16.88,0.75,19.43,18.93,0,0.02,12.99,310.44,0,0,64671340,133277752,0.79,320.84,1876.2,6402.11,77862208,257086384
2023-04-0720:16:37,3.47,221.81,16.86,0.69,15.38,14.84,0,0.02,12.92,310.39,0,0,64671340,133277752,0.73,322.93,1846.1,6341.7,77862360,257086896
2023-04-0720:21:38,3.47,217.63,16.82,0.62,19.67,19.19,0,0,12.9,310.32,0,0,64671340,133277752,0.69,319.26,1864,6331.24,77862512,257087408
2023-04-0720:26:50,3.47,218.73,16.82,0.59,18.91,18.43,0,0.09,12.85,310.24,0,0,64671340,133277752,0.64,320.17,1772.2,6037.77,77862640,257087856
2023-04-0720:31:47,3.47,218.57,16.78,0.56,19.57,19.08,0,0.2,12.77,310.17,0,0,64671340,133277752,0.59,319.97,1882.3,6410.02,77862816,257088464
2023-04-0720:36:42,3.47,220.59,16.78,0.55,16.97,16.45,0,0.04,12.73,310.1,0,0,64671340,133277752,0.61,322.27,1805.6,6192.59,77862968,257088976
2023-04-0720:41:38,3.47,220.04,16.76,0.55,18.42,17.92,0,0,12.68,310.03,0,0,64671340,133277752,0.61,321.59,1834.3,6277.81,77863120,257089488
2023-04-0720:46:39,3.46,219.43,16.74,0.53,19.61,19.11,0,0.02,12.63,310.03,0,0,64671340,133277752,0.55,320.68,1919.9,6553.77,77863272,257090000
2023-04-0720:51:40,3.46,219.28,16.75,0.53,20.4,19.9,0,0,12.6,310,0,0,64671340,133277752,0.57,320.59,1945.9,6640.15,77863440,257090576
2023-04-0720:56:41,3.47,218.27,16.76,0.62,15.49,14.96,0,0,12.56,309.97,0,0,64671340,133277752,0.69,319.9,1527.8,5200.02,77863560,257090992
2023-04-0721:01:38,3.46,217.96,16.72,0.52,20.3,19.81,0,0.06,12.48,309.9,0,0,64671340,133277752,0.58,319.49,1945.9,6616.93,77863720,257091536
2023-04-0721:06:39,3.46,219.06,16.73,0.51,19.86,19.36,0,0,12.43,309.83,0,0,64671340,133277752,0.55,320.52,1913.6,6529.18,77863880,257092080
2023-04-0721:11:40,3.46,218.91,16.73,0.52,19.62,19.13,0,0,12.38,309.8,0,0,64671340,133277752,0.58,320.39,1870.1,6377.5,77864040,257092624
2023-04-0721:16:41,3.46,218.57,16.74,0.51,19.98,19.49,0,0,12.37,309.78,0,0,64671340,133277752,0.55,320.21,1907.2,6501.03,77864200,257093168
2023-04-0721:21:42,3.46,218.39,16.71,0.5,20.41,19.92,0,0.01,12.33,309.77,0,0,64671340,133277752,0.54,320.1,1945.9,6630.9,77864360,257093712
2023-04-0721:26:49,3.46,218.39,16.72,0.48,20.55,20.05,0,0.08,12.3,309.7,0,0,64671340,133277752,0.53,319.91,1945.9,6627.38,77864512,257094224
2023-04-0721:31:46,3.46,218.42,16.71,0.47,21.63,21.16,0,0.01,12.27,309.65,0,0,64671340,133277752,0.53,319.95,2028.1,6907.62,77864688,257094848
2023-04-0721:36:41,3.46,218.3,16.72,0.46,22.21,21.74,0,0,12.23,309.62,0,0,64671340,133277752,0.49,319.84,2079.3,7080.64,77864864,257095424
2023-04-0721:41:42,3.46,218.6,16.72,0.44,21.94,21.46,0,0.06,12.21,309.58,0,0,64671340,133277752,0.48,320.08,2049.8,6985.61,77865040,257096032
2023-04-0721:46:38,3.46,219.52,16.7,0.45,21.35,20.86,0,0.02,12.2,309.51,0,0,64671340,133277752,0.51,321.06,2013.9,6883.67,77865208,257096608
2023-04-0721:51:39,3.46,218.91,16.7,0.45,21.71,21.22,0,0,12.13,309.46,0,0,64671340,133277752,0.49,320.42,2049.8,6992.93,77865368,257097152
2023-04-0721:56:40,3.46,217.54,16.7,0.43,22.71,22.25,0,0.02,12.08,309.41,0,0,64671340,133277752,0.47,319.02,2109.8,7166.56,77865552,257097776
2023-04-0722:01:42,3.46,219.31,16.7,0.42,21.75,21.27,0,0,12.02,309.35,0,0,64671340,133277752,0.46,320.92,2035.3,6954.92,77865720,257098352
2023-04-0722:06:37,3.46,219.79,16.71,0.42,21.53,21.04,0,0.04,11.95,309.28,0,0,64671340,133277752,0.46,321.21,2049.8,7010.84,77865888,257098928
2023-04-0722:11:38,3.46,220.19,16.7,0.41,19.86,19.36,0,0.02,11.95,309.21,0,0,64671340,133277752,0.45,321.9,1939.3,6648.01,77866064,257099520
2023-04-0722:16:40,3.46,219.43,16.71,0.43,19.83,19.33,0,0.05,11.89,309.15,0,0,64671340,133277752,0.47,320.88,1913.6,6538.59,77866224,257100064
2023-04-0722:21:41,3.47,221.11,16.7,0.42,17.94,17.46,0,0.02,11.85,309.13,0,0,64671340,133277752,0.46,322.27,1846.1,6335.46,77866384,257100608
2023-04-0722:26:52,3.46,219.49,16.69,0.4,20.3,19.83,0,0,11.78,309.09,0,0,64671340,133277752,0.42,321.03,1952.5,6675.3,77866520,257101088
2023-04-0722:31:45,3.47,221.35,16.7,0.48,13.46,12.92,0,0.16,11.76,309.09,0,0,64671340,133277752,0.52,322.89,1439.9,4949.9,77866672,257101600
2023-04-0722:36:39,3.47,218.45,16.7,0.39,20.91,20.44,0,0,11.72,309.04,0,0,64671340,133277752,0.4,319.8,1999.9,6811.77,77866816,257102112
2023-04-0722:41:40,3.47,219.76,16.68,0.38,20.31,19.83,0,0.06,11.67,309.01,0,0,64671340,133277752,0.39,321.16,1952.5,6678.7,77866976,257102656
2023-04-0722:46:42,3.47,219.18,16.68,0.36,20.14,19.65,0,0.09,11.66,308.98,0,0,64671340,133277752,0.39,320.74,1926.3,6580.45,77867136,257103200
2023-04-0722:51:38,3.47,219.61,16.68,0.34,20.08,19.58,0,0.06,11.65,308.93,0,0,64671340,133277752,0.39,320.9,1939.3,6628.25,77867296,257103744
2023-04-0722:56:39,3.47,219.49,16.68,0.34,19.99,19.5,0,0,11.63,308.91,0,0,64671340,133277752,0.36,320.9,1926.3,6584.53,77867456,257104304
2023-04-0723:01:40,3.47,219.61,16.68,0.36,19.68,19.17,0,0.17,11.59,308.86,0,0,64671340,133277752,0.4,321.03,1907.2,6521.42,77867616,257104848
2023-04-0723:06:41,3.47,220.22,16.68,0.34,19.2,18.71,0,0,11.55,308.81,0,0,64671340,133277752,0.39,321.83,1926.3,6603.47,77867776,257105392
2023-04-0723:11:37,3.47,219.49,16.68,0.34,19.87,19.38,0,0,11.53,308.79,0,0,64671340,133277752,0.36,321.08,1913.6,6545.39,77867936,257105936
2023-04-0723:16:39,3.47,218.57,16.68,0.34,20.3,19.81,0,0.17,11.5,308.78,0,0,64671340,133277752,0.38,320.22,1932.8,6592.89,77868112,257106512
2023-04-0723:21:40,3.47,218.39,16.68,0.3,20.91,20.42,0,0.05,11.45,308.78,0,0,64671340,133277752,0.33,319.68,1999.9,6810.85,77868272,257107072
2023-04-0723:26:51,3.47,218.21,16.68,0.3,21.13,20.65,0,0.09,11.41,308.76,0,0,64671340,133277752,0.32,319.47,2006.9,6830.66,77868416,257107584
2023-04-0723:31:48,3.47,218.82,16.68,0.31,20.81,20.3,0,0,11.36,308.74,0,0,64671340,133277752,0.32,320.41,1979.3,6756.38,77868600,257108192
2023-04-0723:36:38,3.47,219.31,16.68,0.29,20.7,20.21,0,0.08,11.31,308.68,0,0,64671340,133277752,0.32,320.84,1979.3,6765.6,77868768,257108768
2023-04-0723:41:39,3.47,219.46,16.68,0.3,20.2,19.69,0,0.17,11.29,308.59,0,0,64671340,133277752,0.32,321.1,1939.3,6634.17,77868928,257109312
2023-04-0723:46:40,3.47,218.21,16.68,0.27,21.49,21.01,0,0.04,11.3,308.56,0,0,64671340,133277752,0.29,319.79,2042.5,6959.34,77869088,257109856
2023-04-0723:51:41,3.47,218.39,16.68,0.26,21.31,20.83,0,0,11.25,308.51,0,0,64671340,133277752,0.29,319.93,2021,6889.24,77869264,257110448
2023-04-0723:56:37,3.48,220.59,16.68,0.28,18.4,17.9,0,0,11.2,308.47,0,0,64671340,133277752,0.32,322.2,1834.3,6296.89,77869424,257110992
2023-04-0800:01:38,3.48,219.67,16.68,0.3,19.1,18.6,0,0,11.17,308.41,0,0,64671340,133277752,0.32,321.16,1876.2,6419.92,77869584,257111536
2023-04-0800:06:40,3.48,219.61,16.67,0.26,19.63,19.12,0,0.05,11.15,308.39,0,0,64671340,133277752,0.3,321.21,1900.9,6506.03,77869728,257112048
2023-04-0800:11:41,3.48,219.03,16.67,0.25,20.53,20.02,0,0.07,11.1,308.36,0,0,64671340,133277752,0.28,320.53,1959.1,6691.6,77869888,257112592
2023-04-0800:16:42,3.48,219.61,16.66,0.26,20.37,19.88,0,0,11.06,308.32,0,0,64671340,133277752,0.27,321.1,1959.1,6703.66,77870064,257113184
2023-04-0800:21:38,3.48,219.89,16.67,0.26,20.12,19.63,0,0.02,11.04,308.29,0,0,64671340,133277752,0.29,321.3,1945.9,6662.17,77870224,257113728
2023-04-0800:26:50,3.48,219.12,16.66,0.26,20.43,19.94,0,0.02,11.03,308.26,0,0,64671340,133277752,0.27,320.63,1952.5,6671.2,77870368,257114240
2023-04-0800:31:47,3.48,219.06,16.66,0.24,20.48,19.99,0,0.01,10.98,308.21,0,0,64671340,133277752,0.28,320.63,1959.1,6693.5,77870552,257114848
2023-04-0800:36:41,3.48,219.21,16.68,0.24,20.43,19.93,0,0.03,10.94,308.17,0,0,64671340,133277752,0.28,320.84,1959.1,6698.08,77870712,257115392
2023-04-0800:41:37,3.48,219.89,16.66,0.24,20.15,19.65,0,0.13,10.93,308.14,0,0,64671340,133277752,0.27,321.32,1939.3,6640.43,77870872,257115952
2023-04-0800:46:39,3.48,218.67,16.66,0.21,20.42,19.92,0,0,10.92,308.12,0,0,64671340,133277752,0.24,320.39,1952.5,6667,77871040,257116528
2023-04-0800:51:40,3.48,218.73,16.67,0.22,20.5,20,0,0.03,10.86,308.09,0,0,64671340,133277752,0.23,320.22,1959.1,6686.33,77871200,257117072
2023-04-0800:56:41,3.48,218.57,16.65,0.2,20.71,20.21,0,0,10.83,308.02,0,0,64671340,133277752,0.23,320.28,1979.3,6756.43,77871360,257117616
2023-04-0801:01:37,3.48,218.6,16.65,0.2,20.7,20.2,0,0.02,10.79,307.99,0,0,64671340,133277752,0.23,320.35,1979.3,6757.98,77871528,257118208
2023-04-0801:06:38,3.48,219.28,16.66,0.2,20.42,19.94,0,0.08,10.77,307.97,0,0,64671340,133277752,0.22,320.9,1952.5,6678.11,77871688,257118752
2023-04-0801:11:39,3.48,218.39,16.65,0.18,22.9,22.44,0,0.11,10.75,307.95,0,0,64671340,133277752,0.18,319.95,2141.2,7302.47,77871856,257119328
2023-04-0801:16:41,3.48,218.6,16.65,0.18,22.52,22.06,0,0.01,10.73,307.92,0,0,64671340,133277752,0.18,320.26,2094.5,7150.16,77872040,257119936
2023-04-0801:21:42,3.48,219.31,16.65,0.18,21.99,21.53,0,0,10.7,307.9,0,0,64671340,133277752,0.2,320.68,2064.4,7056.11,77872208,257120528
2023-04-0801:26:48,3.48,218.45,16.65,0.18,21.67,21.2,0,0.01,10.66,307.85,0,0,64671340,133277752,0.21,320.32,2013.9,6875.43,77872360,257121040
2023-04-0801:31:45,3.47,216.87,16.65,0.14,26.05,25.64,0,0.02,10.64,307.85,0,0,64671340,133277752,0.15,318.32,2267.7,7695.44,77872560,257121712
2023-04-0801:36:40,3.47,218.3,16.65,0.14,24.74,24.31,0,0.07,10.6,307.8,0,0,64671340,133277752,0.15,319.69,2241.2,7638.27,77872736,257122336
2023-04-0801:41:41,3.47,218.76,16.66,0.14,24.51,24.08,0,0.05,10.57,307.75,0,0,64671340,133277752,0.14,320.32,2223.9,7594.3,77872928,257122976
2023-04-0801:46:37,3.47,218.91,16.65,0.11,24.48,24.03,0,0,10.5,307.7,0,0,64671340,133277752,0.15,320.48,2223.9,7597.93,77873112,257123600
2023-04-0801:51:39,3.47,218.51,16.64,0.11,24.49,24.05,0,0.03,10.47,307.62,0,0,64671340,133277752,0.12,320.21,2206.8,7533.88,77873296,257124240
2023-04-0801:56:40,3.47,217.84,16.65,0.1,25.86,25.43,0,0,10.45,307.58,0,0,64671340,133277752,0.1,319.4,2322.5,7909.55,77873488,257124896
2023-04-0802:01:41,3.47,218.88,16.66,0.09,25.68,25.24,0,0.19,10.4,307.58,0,0,64671340,133277752,0.08,320.44,2294.8,7841.28,77873680,257125536
2023-04-0802:06:42,3.47,218.3,16.66,0.07,25.89,25.46,0,0.01,10.36,307.55,0,0,64671340,133277752,0.08,319.79,2331.9,7951.68,77873880,257126224
2023-04-0802:11:38,3.47,218.76,16.66,0.09,25.65,25.23,0,0.15,10.32,307.5,0,0,64671340,133277752,0.1,320.3,2294.8,7837.1,77874064,257126832
2023-04-0802:16:39,3.47,219.21,16.66,0.09,25.4,24.98,0,0.03,10.27,307.45,0,0,64671340,133277752,0.09,320.75,2276.6,7786.33,77874256,257127520
2023-04-0802:21:41,3.47,219,16.68,0.18,23.74,23.29,0,0.06,10.22,307.42,0,0,64671340,133277752,0.2,320.72,2141.2,7319.47,77874448,257128176
2023-04-0802:26:52,3.48,219.43,16.68,0.22,20.78,20.3,0,0.02,10.2,307.37,0,0,64671340,133277752,0.24,321.21,1939.3,6638.98,77874600,257128688
2023-04-0802:31:45,3.48,219.73,16.68,0.22,21.19,20.71,0,0.09,10.16,307.32,0,0,64671340,133277752,0.24,321.28,2006.9,6871.96,77874792,257129328
2023-04-0802:36:39,3.48,219.43,16.66,0.22,21.47,20.99,0,0.02,10.1,307.21,0,0,64671340,133277752,0.24,321.06,2021,6915.53,77874952,257129888
2023-04-0802:41:40,3.48,220.41,16.66,0.22,15.23,14.69,0,0.05,10.07,307.2,0,0,64671340,133277752,0.27,322.27,1578,5419.32,77875120,257130464
2023-04-0802:46:41,3.48,219.37,16.65,0.24,19.83,19.32,0,0.01,9.98,307.16,0,0,64671340,133277752,0.27,321.19,1900.9,6506.51,77875280,257131008
2023-04-0802:51:38,3.48,219.31,16.65,0.24,21.27,20.77,0,0,9.95,307.05,0,0,64671340,133277752,0.24,320.86,2013.9,6886.99,77875440,257131568
2023-04-0802:56:39,3.48,218.88,16.65,0.23,21.69,21.2,0,0,9.93,307,0,0,64671340,133277752,0.24,320.41,2049.8,6999.78,77875600,257132112
2023-04-0803:01:40,3.48,219.28,16.65,0.24,20.96,20.45,0,0.08,9.89,306.98,0,0,64671340,133277752,0.26,320.57,2013.9,6879.64,77875752,257132624
2023-04-0803:06:41,3.48,222.08,16.65,0.24,14.37,13.83,0,0.04,9.83,306.93,0,0,64671340,133277752,0.27,323.62,1939.3,6688.14,77875920,257133200
2023-04-0803:11:42,3.48,219.92,16.66,0.27,17.7,17.2,0,0,9.77,306.9,0,0,64671340,133277752,0.3,321.7,1783.2,6112.61,77876064,257133680
2023-04-0803:16:38,3.47,219.89,16.63,0.24,22.84,22.35,0,0,9.73,306.83,0,0,64671340,133277752,0.26,321.34,2181.8,7471.05,77876232,257134256
2023-04-0803:21:39,3.48,219.92,16.63,0.26,21.22,20.73,0,0,9.72,306.8,0,0,64671340,133277752,0.27,321.34,2013.9,6896.35,77876400,257134848
2023-04-0803:26:51,3.47,219.34,16.64,0.26,21.52,21.03,0,0,9.67,306.78,0,0,64671340,133277752,0.27,320.83,2035.3,6958.54,77876552,257135360
2023-04-0803:31:48,3.48,220.37,16.63,0.27,20.95,20.46,0,0.02,9.64,306.75,0,0,64671340,133277752,0.3,321.79,2006.9,6881.37,77876736,257136000
2023-04-0803:36:38,3.47,219.76,16.64,0.26,21.41,20.91,0,0.07,9.62,306.71,0,0,64671340,133277752,0.28,321.45,2028.1,6947.09,77876912,257136592
2023-04-0803:41:39,3.48,219.34,16.64,0.26,21.53,21.03,0,0.05,9.58,306.68,0,0,64671340,133277752,0.24,320.92,2035.3,6961.29,77877072,257137136
2023-04-0803:46:40,3.48,220.07,16.66,0.25,20.86,20.36,0,0.11,9.53,306.63,0,0,64671340,133277752,0.27,321.5,1986.1,6804.63,77877240,257137712
2023-04-0803:51:41,3.48,219.15,16.66,0.24,21.18,20.69,0,0.11,9.47,306.58,0,0,64671340,133277752,0.24,320.84,1986.1,6791.44,77877408,257138304
2023-04-0803:56:38,3.48,219.37,16.65,0.24,21.18,20.68,0,0.13,9.46,306.54,0,0,64671340,133277752,0.26,321.03,1999.9,6842.03,77877568,257138848
